world_name,day,group_id,config_fingerprint,utility_profile,row_count,policy_payload_count,control_payload_count,policy_payload_coverage,control_payload_coverage,uses_post_outcome_information_true_count,all_uses_post_outcome_information_false,strategy_changed_count,all_strategy_unchanged,ignored_post_outcome_fields_seen_count,mean_pi_attempt,mean_pi_help,mean_pi_avoid,mean_shadow_top_prob,actual_shadow_top_match_rate,c_hat_before_mean,c_hat_after_mean,c_hat_before_pi_avoid_corr,c_hat_after_pi_avoid_corr_post_update_audit,actual_attempt_share,shadow_top_attempt_share,mean_confidence_attempt,mean_entropy_attempt,actual_help_share,shadow_top_help_share,mean_confidence_help,mean_entropy_help,actual_avoid_share,shadow_top_avoid_share,mean_confidence_avoid,mean_entropy_avoid
high_friction_high_assist,0,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,110,110,110,1.0,1.0,0,1,0,1,0,0.326971403,0.3556439668,0.3173846302,0.3556439668,0.3818181818,0.4864864865,0.4233606462,-0.3101172783,-0.1934298149,0.3727272727,0.0,0.0,0.7655078683,0.3818181818,1.0,0.0,0.5707187719,0.2454545455,0.0,0.0363636364,0.225674754
high_friction_high_assist,1,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,118,118,118,1.0,1.0,0,1,0,1,0,0.3278135996,0.3555056821,0.3166807183,0.366773983,0.4322033898,0.4286478796,0.3883496295,-0.732979935,-0.6105732078,0.2796610169,0.2372881356,0.0559322034,0.7581717347,0.4237288136,0.6949152542,0.0661016949,0.5574160024,0.2966101695,0.0677966102,0.0891041162,0.2035358768
high_friction_high_assist,2,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,130,130,130,1.0,1.0,0,1,0,1,0,0.3305557522,0.349002066,0.3204421818,0.3651766216,0.4,0.3986453431,0.3564418742,-0.7211939857,-0.7259915351,0.1769230769,0.2615384615,0.0651282051,0.7568053014,0.4153846154,0.5846153846,0.1020512821,0.5511644498,0.4076923077,0.1538461538,0.119047619,0.1902407997
high_friction_high_assist,3,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,120,120,120,1.0,1.0,0,1,0,1,0,0.3298198512,0.3499990494,0.3201810993,0.3637208982,0.3833333333,0.3881810316,0.3584569909,-0.7717276541,-0.6701894225,0.225,0.2416666667,0.0516666667,0.7583546718,0.4,0.625,0.1094444444,0.5507732959,0.375,0.1333333333,0.1457539683,0.1805831288
high_friction_high_assist,4,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,123,123,123,1.0,1.0,0,1,0,1,0,0.3236556506,0.3642165024,0.312127847,0.3805939116,0.4146341463,0.3902569156,0.3668032911,-0.7543380005,-0.6800538869,0.1463414634,0.3333333333,0.0802168022,0.7548171419,0.5040650407,0.5772357724,0.1441734417,0.5437334594,0.3495934959,0.0894308943,0.1469608982,0.1798924448
high_friction_high_assist,5,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,124,124,124,1.0,1.0,0,1,0,1,0,0.3225829942,0.3664266868,0.310990319,0.3853678671,0.4274193548,0.3738882613,0.3445974027,-0.8383854764,-0.8203176148,0.1532258065,0.2580645161,0.1225806452,0.7505069213,0.4516129032,0.4838709677,0.2059139785,0.5305699016,0.3951612903,0.2580645161,0.1772145417,0.1683827535
high_friction_high_assist,6,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,119,119,119,1.0,1.0,0,1,0,1,0,0.3312981717,0.3552291039,0.3134727245,0.3838237466,0.3781512605,0.3452960889,0.3271015893,-0.8539606236,-0.8198856378,0.1344537815,0.2352941176,0.1787915166,0.7422295093,0.4957983193,0.4957983193,0.268747499,0.5202600143,0.3697478992,0.268907563,0.2445366025,0.1455715494
high_friction_high_assist,7,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,139,139,139,1.0,1.0,0,1,0,1,0,0.3263298199,0.3571742357,0.3164959444,0.386755966,0.4244604317,0.3118842154,0.2961953077,-0.8333255884,-0.8112558698,0.1294964029,0.2805755396,0.1868105516,0.7394240973,0.3381294964,0.4604316547,0.3195614937,0.5155914035,0.5323741007,0.2589928058,0.3055249307,0.125869086
high_friction_high_assist,8,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,127,127,127,1.0,1.0,0,1,0,1,0,0.3265064603,0.3646166281,0.3088769116,0.3900841252,0.3070866142,0.3145146401,0.2974701319,-0.8345368731,-0.8194454135,0.1496062992,0.3149606299,0.1758405199,0.7417172358,0.4015748031,0.5118110236,0.3461317335,0.5111959296,0.4488188976,0.1732283465,0.3366931406,0.1160120367
high_friction_high_assist,9,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,141,141,141,1.0,1.0,0,1,0,1,0,0.3221608264,0.3667838984,0.3110552752,0.391589838,0.2907801418,0.3019015797,0.2874714542,-0.8728555198,-0.8396536214,0.1205673759,0.2695035461,0.1533265789,0.7448473811,0.3191489362,0.5390070922,0.3610266802,0.5097970703,0.5602836879,0.1914893617,0.3582007433,0.1115522491
high_friction_low_assist,0,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,122,122,122,1.0,1.0,0,1,0,1,0,0.3311539921,0.3459242865,0.3229217214,0.3459242865,0.1967213115,0.4889233496,0.4277774451,-0.1767000996,-0.1905346621,0.4508196721,0.0,0.0,0.7655078683,0.1967213115,1.0,0.0,0.5707187719,0.3524590164,0.0,0.0524590164,0.2178119482
high_friction_low_assist,1,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,124,124,124,1.0,1.0,0,1,0,1,0,0.3329504568,0.3396988473,0.3273506959,0.3539757654,0.2903225806,0.4251369661,0.3588835174,-0.8014831284,-0.7281847366,0.2741935484,0.1935483871,0.0822580645,0.7547188038,0.2741935484,0.7177419355,0.035483871,0.5635777484,0.4516129032,0.0887096774,0.1155145929,0.1912892537
high_friction_low_assist,2,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,139,139,139,1.0,1.0,0,1,0,1,0,0.3264163581,0.347230934,0.3263527078,0.3573698364,0.3165467626,0.3855591838,0.3347467395,-0.6681178695,-0.60150875,0.1798561151,0.1223021583,0.0911270983,0.7536060749,0.2589928058,0.7625899281,0.0589928058,0.5588901238,0.5611510791,0.1151079137,0.1558981386,0.1767121145
high_friction_low_assist,3,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,140,140,140,1.0,1.0,0,1,0,1,0,0.3241824572,0.3494639334,0.3263536093,0.3589553928,0.2785714286,0.3758072328,0.3185359486,-0.6421347023,-0.6337443312,0.2,0.0785714286,0.0776190476,0.7546979266,0.2214285714,0.8142857143,0.0571428571,0.55959564,0.5785714286,0.1071428571,0.1833900227,0.1665832981
high_friction_low_assist,4,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,141,141,141,1.0,1.0,0,1,0,1,0,0.3258355593,0.3424434145,0.3317210262,0.3594978047,0.3617021277,0.3355565105,0.2930316441,-0.635668568,-0.5825445976,0.1843971631,0.2056737589,0.0973995272,0.7527986978,0.2482269504,0.5957446809,0.0907801418,0.5528235649,0.5673758865,0.1985815603,0.2136778116,0.1543206812
high_friction_low_assist,5,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,148,148,148,1.0,1.0,0,1,0,1,0,0.3242621313,0.3405112971,0.3352265715,0.3612216601,0.277027027,0.3012345486,0.2726692532,-0.6762726461,-0.6439965176,0.1283783784,0.1891891892,0.1576576577,0.7448852296,0.1891891892,0.5135135135,0.1198198198,0.5468516154,0.6824324324,0.2972972973,0.2901973402,0.1281552412
high_friction_low_assist,6,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,156,156,156,1.0,1.0,0,1,0,1,0,0.3248025057,0.3398547003,0.3353427941,0.3686118885,0.4743589744,0.2785589922,0.2563462305,-0.750391801,-0.714819447,0.1025641026,0.1602564103,0.2015262515,0.7381930166,0.1730769231,0.4294871795,0.1857142857,0.5341444534,0.7243589744,0.4102564103,0.3735347985,0.1035970273
high_friction_low_assist,7,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,157,157,157,1.0,1.0,0,1,0,1,0,0.3221292413,0.3416894004,0.3361813583,0.3700328419,0.4012738854,0.2520650674,0.2346181867,-0.6183829886,-0.5980294254,0.0636942675,0.152866242,0.219047619,0.7341390802,0.2101910828,0.4649681529,0.2110403397,0.5333202592,0.7261146497,0.3821656051,0.4274041599,0.0903896365
high_friction_low_assist,8,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,152,152,152,1.0,1.0,0,1,0,1,0,0.3241066879,0.3363789249,0.3395143873,0.3672581305,0.4605263158,0.2350133433,0.2191001798,-0.6284659184,-0.6278572397,0.1381578947,0.1578947368,0.1955513784,0.7377769966,0.1578947368,0.3881578947,0.2456349206,0.5293798843,0.7039473684,0.4539473684,0.4643114196,0.0813250306
high_friction_low_assist,9,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,161,161,161,1.0,1.0,0,1,0,1,0,0.3191667371,0.3359182733,0.3449149896,0.3649777323,0.4347826087,0.2127321998,0.1993320418,-0.4581141892,-0.4602881278,0.0372670807,0.1242236025,0.2021295475,0.7347816652,0.1614906832,0.4285714286,0.2114758947,0.5330685433,0.801242236,0.4472049689,0.4880616968,0.0768438025
low_friction_high_assist,0,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,108,108,108,1.0,1.0,0,1,0,1,0,0.335005035,0.3635696221,0.3014253429,0.3635696221,0.3796296296,0.4813876376,0.4933270663,0.1959279994,0.0873722727,0.4351851852,0.0,0.0,0.7655078683,0.3796296296,1.0,0.0,0.5707187719,0.1851851852,0.0,0.0333333333,0.2271550971
low_friction_high_assist,1,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,105,105,105,1.0,1.0,0,1,0,1,0,0.3411596078,0.369361997,0.2894783952,0.3862701499,0.3904761905,0.4980576454,0.5163091182,-0.6513504446,-0.4859023163,0.3428571429,0.3523809524,0.0742857143,0.7557644666,0.4761904762,0.6476190476,0.059047619,0.5588356142,0.180952381,0.0,0.0679365079,0.2119411788
low_friction_high_assist,2,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,104,104,104,1.0,1.0,0,1,0,1,0,0.3378656545,0.378819037,0.2833153085,0.3947801253,0.4807692308,0.5052959342,0.5266579169,-0.6852385806,-0.5396716192,0.3365384615,0.2788461538,0.0801282051,0.7546529936,0.5,0.7211538462,0.1,0.5491679065,0.1634615385,0.0,0.0630952381,0.2148023554
low_friction_high_assist,3,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,98,98,98,1.0,1.0,0,1,0,1,0,0.3374725427,0.378606424,0.2839210333,0.3975460885,0.5,0.5191352048,0.5359160301,-0.7986738667,-0.6415326498,0.3469387755,0.2551020408,0.0850340136,0.7529587463,0.5612244898,0.7346938776,0.1013605442,0.5496775033,0.0918367347,0.0102040816,0.0475218659,0.2220184831
low_friction_high_assist,4,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,104,104,104,1.0,1.0,0,1,0,1,0,0.3259167993,0.3990143398,0.2750688608,0.4111144917,0.4519230769,0.5223846382,0.5359525323,-0.8350617378,-0.7363389162,0.3942307692,0.2403846154,0.1,0.7520128086,0.4519230769,0.7596153846,0.1564102564,0.539377265,0.1538461538,0.0,0.05,0.2197445423
low_friction_high_assist,5,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,103,103,103,1.0,1.0,0,1,0,1,0,0.3311385307,0.4010651337,0.2677963356,0.4193376705,0.4368932039,0.5138111052,0.515555227,-0.8183279196,-0.6844942736,0.3883495146,0.2815533981,0.1721682848,0.741756254,0.4368932039,0.6893203883,0.1954692557,0.5275162304,0.1747572816,0.0291262136,0.0898751734,0.2027180777
low_friction_high_assist,6,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,105,105,105,1.0,1.0,0,1,0,1,0,0.3411394591,0.4010341015,0.2578264394,0.4270934959,0.5142857143,0.5218587014,0.5216495858,-0.849961396,-0.8435283312,0.2952380952,0.4380952381,0.2198639456,0.7336730777,0.5238095238,0.5428571429,0.2692970522,0.5100538669,0.180952381,0.019047619,0.1331519274,0.1850216904
low_friction_high_assist,7,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,106,106,106,1.0,1.0,0,1,0,1,0,0.3406071125,0.4121326895,0.247260198,0.4390564652,0.4811320755,0.5373816571,0.537479814,-0.8232160823,-0.7550504376,0.3679245283,0.3396226415,0.2350404313,0.7270901726,0.4528301887,0.6509433962,0.3168912848,0.4974215554,0.179245283,0.0094339623,0.1561096137,0.1762246967
low_friction_high_assist,8,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,113,113,113,1.0,1.0,0,1,0,1,0,0.3354747372,0.4217306962,0.2427945667,0.4471989551,0.3362831858,0.5440738949,0.5484549069,-0.7870298035,-0.7278581492,0.389380531,0.2920353982,0.252956876,0.7237281096,0.3274336283,0.6991150442,0.3379828628,0.492371461,0.2831858407,0.0088495575,0.1619609496,0.175273775
low_friction_high_assist,9,exp_20260512_policy_lite_theory_v2_shadow_10d_60min,032ad5d35b87124b,theory_v2,106,106,106,1.0,1.0,0,1,0,1,0,0.3378672231,0.4196836034,0.2424491735,0.4407621755,0.4056603774,0.5468110712,0.550567506,-0.7903862003,-0.7353661182,0.3490566038,0.3113207547,0.2776130578,0.718699238,0.4433962264,0.6886792453,0.3267894579,0.4972161378,0.2075471698,0.0,0.1622641509,0.1751209179
