agent_id,day,t,step,stage_name,stage_index,top_negative_tags,top_positive_tags,top_primary_reasons,negative_tag_counts_json,positive_tag_counts_json,primary_reason_counts_json,summary_text
1,4,21601.0,421601,shock,1,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 18}","{""success_experience"": 2}","{""event_emitted_without_reason_tag"": 192}",stage=shock; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
2,4,21601.0,421601,shock,1,"[""negative_feedback""]",[],"[""event_emitted_without_reason_tag""]","{""negative_feedback"": 16}",{},"{""event_emitted_without_reason_tag"": 192}",stage=shock; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=none
3,4,21601.0,421601,shock,1,"[""negative_feedback""]",[],"[""event_emitted_without_reason_tag""]","{""negative_feedback"": 15}",{},"{""event_emitted_without_reason_tag"": 192}",stage=shock; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=none
4,4,21601.0,421601,shock,1,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 19}","{""success_experience"": 2}","{""event_emitted_without_reason_tag"": 192}",stage=shock; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
5,4,21601.0,421601,shock,1,"[""negative_feedback""]",[],"[""event_emitted_without_reason_tag""]","{""negative_feedback"": 22}",{},"{""event_emitted_without_reason_tag"": 192}",stage=shock; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=none
6,4,21601.0,421601,shock,1,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 17}","{""success_experience"": 3}","{""event_emitted_without_reason_tag"": 192}",stage=shock; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
7,4,21601.0,421601,shock,1,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 21}","{""success_experience"": 1}","{""event_emitted_without_reason_tag"": 192}",stage=shock; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
8,4,21601.0,421601,shock,1,"[""negative_feedback""]",[],"[""event_emitted_without_reason_tag""]","{""negative_feedback"": 25}",{},"{""event_emitted_without_reason_tag"": 192}",stage=shock; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=none
9,4,21601.0,421601,shock,1,"[""negative_feedback""]",[],"[""event_emitted_without_reason_tag""]","{""negative_feedback"": 17}",{},"{""event_emitted_without_reason_tag"": 192}",stage=shock; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=none
10,4,21601.0,421601,shock,1,"[""negative_feedback""]",[],"[""event_emitted_without_reason_tag""]","{""negative_feedback"": 20}",{},"{""event_emitted_without_reason_tag"": 192}",stage=shock; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=none
1,6,21601.0,621601,recovery,2,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 23}","{""success_experience"": 4}","{""event_emitted_without_reason_tag"": 192}",stage=recovery; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
2,6,21601.0,621601,recovery,2,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 16}","{""success_experience"": 6}","{""event_emitted_without_reason_tag"": 192}",stage=recovery; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
3,6,21601.0,621601,recovery,2,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 31}","{""success_experience"": 2}","{""event_emitted_without_reason_tag"": 192}",stage=recovery; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
4,6,21601.0,621601,recovery,2,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 23}","{""success_experience"": 8}","{""event_emitted_without_reason_tag"": 192}",stage=recovery; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
5,6,21601.0,621601,recovery,2,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 25}","{""success_experience"": 8}","{""event_emitted_without_reason_tag"": 192}",stage=recovery; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
6,6,21601.0,621601,recovery,2,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 39}","{""success_experience"": 2}","{""event_emitted_without_reason_tag"": 192}",stage=recovery; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
7,6,21601.0,621601,recovery,2,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 31}","{""success_experience"": 6}","{""event_emitted_without_reason_tag"": 192}",stage=recovery; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
8,6,21601.0,621601,recovery,2,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 33}","{""success_experience"": 4}","{""event_emitted_without_reason_tag"": 192}",stage=recovery; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
9,6,21601.0,621601,recovery,2,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 30}","{""success_experience"": 5}","{""event_emitted_without_reason_tag"": 192}",stage=recovery; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
10,6,21601.0,621601,recovery,2,"[""negative_feedback""]","[""success_experience""]","[""event_emitted_without_reason_tag""]","{""negative_feedback"": 30}","{""success_experience"": 4}","{""event_emitted_without_reason_tag"": 192}",stage=recovery; events=192; top_primary=event_emitted_without_reason_tag; top_negative=negative_feedback; top_positive=success_experience
